Table 8,,,,,,,,,,,
Offenses Known to Law Enforcement,,,,,,,,,,,
"by State by City, 2019",,,,,,,,,,,
State,City,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson2
,Parkland,9,0,2,2,5,189,16,151,22,0
,Pembroke Park,51,2,4,10,35,216,31,162,23,1
,Pembroke Pines,355,7,36,71,241,"3,344",205,"2,873",266,1
,Pensacola,312,3,35,38,236,"1,888",287,"1,508",93,3
,Perry,70,0,2,3,65,288,98,174,16,0
,Pinellas Park,206,3,40,52,111,"2,038",192,"1,753",93,4
,Plantation,211,2,10,91,108,"2,578",161,"2,152",265,4
,Plant City,162,3,6,31,122,"1,073",90,872,111,7
,Pompano Beach,900,8,73,317,502,"4,277",661,"3,058",558,8
,Ponce Inlet,0,0,0,0,0,32,6,24,2,0
,Port Orange,30,0,1,6,23,"1,178",157,946,75,0
,Port St. Joe,7,0,0,1,6,40,11,28,1,0
,Port St. Lucie,293,7,43,47,196,"1,696",177,"1,438",81,4
,Punta Gorda,18,0,0,4,14,278,11,260,7,0
,Quincy,55,1,4,11,39,345,242,96,7,1
,Redington Beaches,0,0,0,0,0,26,2,20,4,0
,Riviera Beach,346,7,20,71,248,"1,466",186,"1,141",139,7
,Rockledge,62,1,6,7,48,389,59,289,41,3
,Royal Palm Beach,57,1,7,10,39,655,31,581,43,1
,Safety Harbor,17,1,3,1,12,165,20,139,6,0
,Sanford,497,2,62,116,317,"2,127",315,"1,689",123,1
,Sanibel,3,0,0,0,3,45,3,42,0,0
,Sarasota,319,4,28,66,221,"1,857",264,"1,462",131,1
,Satellite Beach,11,0,2,1,8,69,16,45,8,0
,Sea Ranch Lakes,0,0,0,0,0,11,0,11,0,0
,Sebastian,19,0,6,4,9,297,20,262,15,0
,Sebring,57,6,9,13,29,481,131,339,11,2
,Seminole,24,0,4,4,16,507,35,457,15,1
,Sewall's Point,2,0,0,2,0,12,0,11,1,0
,Sneads,4,0,0,0,4,26,15,3,8,0
,South Bay,36,1,2,6,27,92,13,73,6,1
,South Daytona,30,0,1,6,23,211,54,132,25,0
,South Miami,39,1,1,10,27,475,84,366,25,0
,South Palm Beach,0,0,0,0,0,3,0,3,0,0
,South Pasadena,4,0,0,0,4,130,8,119,3,0
,Southwest Ranches,7,0,1,1,5,146,29,94,23,0
,Springfield,51,0,5,13,33,309,87,192,30,1
,Starke,43,1,0,3,39,212,14,185,13,0
,St. Augustine,107,1,19,14,73,440,58,357,25,3
,St. Augustine Beach,4,0,1,0,3,85,9,75,1,0
,St. Cloud,106,2,16,5,83,636,102,498,36,4
,St. Pete Beach,15,0,5,2,8,205,16,177,12,0
,St. Petersburg,"1,594",17,125,297,"1,155","8,592","1,044","6,765",783,27
,Stuart,53,2,13,9,29,402,27,355,20,1
,Sunny Isles Beach,33,1,7,7,18,355,20,307,28,0
,Sunrise,191,4,17,63,107,"2,014",157,"1,673",184,3
,Surfside,6,0,1,0,5,130,11,113,6,0
,Sweetwater,16,0,0,4,12,228,2,209,17,0
,Tallahassee,"1,359",20,197,252,890,"7,763","1,187","5,897",679,9
,Tamarac,186,3,17,51,115,"1,381",126,"1,112",143,1
,Tampa,"1,622",31,120,285,"1,186","6,523","1,022","4,978",523,38
,Tarpon Springs,102,3,14,10,75,537,70,439,28,2
,Tavares,47,0,8,4,35,273,79,166,28,0
,Temple Terrace,71,0,11,14,46,565,99,424,42,0
,Tequesta,7,1,0,0,6,43,16,27,0,0
,Titusville,377,2,37,52,286,"1,492",289,"1,031",172,5
,Treasure Island,17,1,2,1,13,173,16,150,7,0
,Trenton,4,0,0,1,3,14,7,6,1,0
,Umatilla,7,0,0,0,7,92,24,59,9,2
,Valparaiso,7,0,1,0,6,48,17,26,5,0
,Venice,20,1,1,3,15,283,30,242,11,0
,Vero Beach,54,0,6,8,40,343,46,275,22,1
,Village of Pinecrest,18,0,2,4,12,414,58,333,23,0
,Virginia Gardens,5,0,0,2,3,40,5,31,4,0
,Wauchula,20,0,2,3,15,172,58,106,8,0
,Welaka,1,0,0,1,0,7,1,6,0,0
,Wellington,65,0,14,11,40,787,59,669,59,1
,Westlake,2,0,0,0,2,3,3,0,0,0
,West Melbourne,32,0,3,5,24,521,53,449,19,0
,West Miami,12,0,0,2,10,93,11,73,9,0
,Weston,33,1,12,8,12,362,34,288,40,0
,West Palm Beach,859,17,79,304,459,"4,231",464,"3,314",453,18
,West Park,85,3,8,18,56,430,59,300,71,1
,White Springs,6,0,0,0,6,23,5,16,2,0
,Wildwood,48,0,3,7,38,250,122,111,17,0
,Williston,14,0,2,0,12,95,22,62,11,0
,Wilton Manors,62,1,7,25,29,434,67,334,33,1
,Windermere,7,0,0,0,7,33,17,10,6,0
,Winter Garden,181,2,13,27,139,"1,112",111,918,83,3
,Winter Haven,187,3,22,25,137,"1,126",181,884,61,4
,Winter Park,70,2,9,13,46,759,139,551,69,2
,Winter Springs,46,0,12,4,30,249,65,157,27,0
,Zephyrhills,49,1,8,7,33,602,67,513,22,3
GEORGIA5,Acworth,16,0,2,1,13,437,24,399,14,0
,Adairsville,7,0,2,0,5,83,15,59,9,0
,Albany,790,12,32,165,581,"3,452",729,"2,489",234,17
,Alma,10,0,0,2,8,111,36,69,6,0
,Alpharetta,75,1,7,11,56,991,97,849,45,0
,Americus,127,4,13,27,83,835,124,677,34,3
,Bainbridge,81,1,4,13,63,469,100,351,18,2
,Barnesville,18,0,0,2,16,138,12,124,2,1
,Blackshear,10,0,2,1,7,169,17,147,5,0
,Blakely,41,0,2,3,36,120,24,89,7,0
,Braselton,8,0,0,2,6,128,15,99,14,0
,Braswell,0,0,0,0,0,0,0,0,0,0
,Brookhaven,212,2,10,74,126,"1,338",221,976,141,3
,Calhoun,51,0,2,3,46,369,33,320,16,0
,Canon,0,0,0,0,0,1,0,1,0,0
,Centerville,22,0,0,1,21,192,19,160,13,2
,Clarkston,73,4,2,37,30,377,78,246,53,1
,Claxton,19,0,2,1,16,90,19,68,3,0
,College Park,177,6,8,64,99,"1,038",114,712,212,0
,Coolidge,0,0,0,0,0,2,1,0,1,0
,Dillard,0,0,0,0,0,4,0,4,0,0
,Donalsonville,11,0,0,1,10,48,11,36,1,1
,Douglasville,182,0,17,37,128,"2,013",135,"1,805",73,6
,Dunwoody,64,2,6,25,31,"1,915",201,"1,611",103,0
,Eatonton,15,0,1,1,13,142,28,110,4,0
,Edison,3,0,0,1,2,8,1,6,1,0
,Elberton,27,0,4,5,18,228,47,170,11,0
,Ellijay,2,0,0,0,2,29,7,22,0,0
,Emerson,7,0,0,2,5,37,3,27,7,1
,Eton,0,0,0,0,0,14,0,14,0,0
,Fairburn,77,0,6,15,56,496,42,385,69,1
,Folkston,31,0,0,1,30,87,9,74,4,0
,Forest Park,146,2,9,66,69,903,131,654,118,3
,Franklin Springs,0,0,0,0,0,1,0,0,1,0
,Glennville,5,0,0,1,4,76,12,63,1,0
,Grantville,24,0,2,2,20,42,6,30,6,0
,Grovetown,22,0,6,3,13,168,17,132,19,0
,Hampton,8,0,1,2,5,64,5,52,7,0
,Homerville,2,0,0,1,1,87,22,62,3,0
,Kennesaw,48,1,8,8,31,484,34,417,33,1
,Lake City,5,0,0,2,3,106,18,70,18,0
,Lavonia,15,0,2,3,10,68,6,57,5,0
,Lilburn,23,0,3,8,12,354,52,266,36,0
,Manchester,16,1,0,2,13,143,30,105,8,2
,Marietta,262,1,14,84,163,"1,930",221,"1,518",191,6
,Maysville,0,0,0,0,0,11,2,9,0,0
,McDonough,72,2,5,12,53,731,103,565,63,3
,McIntyre,0,0,0,0,0,12,1,10,1,0
,Millen,31,0,2,4,25,59,12,45,2,0
,Milton,15,0,10,1,4,291,29,254,8,1
,Monroe,72,0,7,12,53,354,56,277,21,
,Morrow,32,0,5,16,11,692,33,608,51,0
,Mount Zion,6,0,0,0,6,7,0,4,3,0
,Nahunta,0,0,0,0,0,15,2,13,0,0
,Nashville,36,0,1,4,31,285,57,225,3,1
,Newnan,222,3,18,18,183,"1,090",116,894,80,9
,Oxford,2,0,0,0,2,11,4,6,1,0
,Palmetto,13,2,1,3,7,109,13,80,16,
,Pelham,20,1,1,4,14,150,24,116,10,3
,Pine Mountain,9,0,1,1,7,38,4,30,4,0
,Pooler,45,2,9,6,28,628,42,528,58,3
,Rincon,21,0,2,5,14,144,26,116,2,0
,Sandersville,22,0,0,2,20,200,18,174,8,0
,Sandy Springs,143,1,11,39,92,"1,972",286,"1,527",159,4
,Shiloh,1,0,0,0,1,5,0,5,0,0
,Snellville,55,0,2,8,45,641,32,585,24,
,Sparta,7,0,0,1,6,10,3,7,0,0
,Springfield,4,0,0,0,4,50,12,34,4,0
,Suwanee,39,0,10,6,23,393,35,334,24,1
,Sylvania,7,0,0,1,6,102,22,77,3,0
,Tallapoosa,14,0,1,0,13,85,19,59,7,0
,Thomasville,52,2,3,11,36,733,152,546,35,1
,Thunderbolt,4,0,0,0,4,30,5,22,3,0
,Tyrone,5,0,0,2,3,66,18,45,3,0
,Warner Robins,420,3,44,104,269,"3,609",626,"2,744",239,13
,Waynesboro,23,3,2,5,13,211,42,162,7,0
,Woodstock,39,0,5,7,27,438,11,405,22,0
HAWAII,Honolulu,"2,638",27,340,954,"1,317","29,263","3,864","21,562","3,837",272
IDAHO,Aberdeen,4,0,0,0,4,21,4,14,3,1
,American Falls,2,0,1,0,1,73,7,64,2,0
,Ashton,6,0,1,0,5,9,1,8,0,0
,Bellevue,7,0,1,0,6,11,3,8,0,0
,Blackfoot,42,0,11,4,27,253,59,180,14,2
,Boise,649,4,164,44,437,"3,653",470,"2,952",231,23
,Bonners Ferry,1,0,0,0,1,48,16,30,2,0
,Buhl,16,0,4,0,12,56,13,36,7,0
,Caldwell,203,0,18,3,182,997,154,718,125,6
,Challis,2,0,1,0,1,8,1,7,0,0
,Chubbuck,37,0,4,6,27,553,41,497,15,1
,Coeur d'Alene,132,0,38,8,86,712,83,579,50,10
,Cottonwood,0,0,0,0,0,2,1,1,0,0
,Emmett,25,0,4,0,21,73,15,55,3,2
,Fruitland,3,0,1,1,1,36,10,25,1,0
,Garden City,53,0,7,3,43,268,50,203,15,4
,Gooding,2,0,0,0,2,45,12,30,3,1
,Grangeville,7,0,1,0,6,5,1,4,0,0
,Hagerman,1,0,0,0,1,5,2,2,1,0
,Hailey,20,0,1,0,19,29,8,18,3,0
,Heyburn,2,0,1,0,1,30,4,24,2,0
,Idaho Falls,172,1,37,11,123,940,264,608,68,8
,Jerome,42,1,17,0,24,157,30,119,8,0
,Kellogg,4,0,0,0,4,38,14,20,4,2
,Ketchum,12,0,1,0,11,19,3,15,1,0
,Kimberly,5,0,2,0,3,26,13,13,0,0
,Lewiston,42,0,15,2,25,955,145,755,55,2
,McCall,13,0,2,0,11,51,15,30,6,0
,Meridian,177,4,48,7,118,"1,188",182,964,42,12
,Middleton,11,0,1,0,10,75,12,54,9,0
,Montpelier,5,0,2,0,3,35,4,29,2,0
,Moscow,7,0,1,0,6,345,53,285,7,1
,Mountain Home,54,0,9,0,45,229,17,196,16,3
,Nampa,306,0,87,18,201,"1,767",304,"1,323",140,8
,Osburn,1,0,0,0,1,7,3,2,2,0
,Parma,7,0,2,0,5,35,4,26,5,0
,Payette,23,0,7,1,15,122,14,95,13,5
,Pinehurst,1,0,0,0,1,14,0,11,3,0
,Pocatello,233,1,30,9,193,"1,326",226,"1,012",88,7
,Ponderay,2,0,1,0,1,51,5,45,1,0
,Post Falls,68,0,14,3,51,585,61,486,38,5
,Preston,5,1,4,0,0,51,21,30,0,0
,Priest River,6,0,2,0,4,30,4,24,2,0
,Rathdrum,8,0,1,1,6,69,14,53,2,0
,Rexburg,6,0,0,0,6,121,8,112,1,0
,Rigby,3,0,0,0,3,35,10,24,1,0
,Rupert,4,0,0,0,4,71,19,51,1,0
,Salmon,17,0,0,0,17,17,3,14,0,0
,Sandpoint,16,1,1,1,13,185,59,116,10,0
,Shelley,1,0,1,0,0,50,8,35,7,0
,Soda Springs,7,0,1,1,5,20,4,16,0,1
,Spirit Lake,5,0,0,0,5,26,5,19,2,1
,St. Anthony,4,0,1,0,3,24,4,20,0,0
,Sun Valley,2,0,0,0,2,7,0,7,0,0
,Twin Falls,201,1,27,10,163,"1,034",152,827,55,8
,Weiser,0,0,0,0,0,0,0,0,0,0
,Wendell,5,0,3,0,2,21,5,11,5,0
ILLINOIS,Addison,73,0,25,23,25,423,52,344,27,0
,Aledo,0,0,0,0,0,39,7,30,2,0
,Alexis,1,0,0,0,1,12,1,10,1,0
,Algonquin,23,0,6,3,14,303,16,285,2,1
,Alsip6,53,0,8,13,32,,61,378,,0
,Altamont,3,0,3,0,0,21,4,16,1,0
,Alton,268,2,34,28,204,"1,101",203,813,85,4
,Amboy,6,0,2,0,4,17,6,10,1,0
,Anna,30,0,2,0,28,162,42,117,3,0
,Annawan,1,0,0,0,1,5,0,4,1,0
,Antioch,17,0,2,6,9,138,4,126,8,0
,Arcola,4,0,2,0,2,30,19,9,2,0
,Arlington Heights,33,2,9,7,15,600,41,539,20,8
,Arthur,1,0,0,0,1,17,3,13,1,1
,Ashland,3,0,1,0,2,25,2,23,0,0
,Assumption,4,0,0,1,3,17,6,7,4,0
,Athens,2,0,0,0,2,9,2,7,0,0
,Auburn,4,0,0,0,4,3,0,3,0,0
,Aurora,516,12,59,89,356,"2,014",232,"1,638",144,17
,Aviston,1,0,1,0,0,6,0,5,1,0
,Bannockburn,0,0,0,0,0,32,2,30,0,0
,Barrington,2,0,0,0,2,87,14,66,7,0
,Barrington Hills,0,0,0,0,0,18,0,18,0,0
,Barry,2,0,1,1,0,15,1,14,0,0
,Bartlett,23,1,7,3,12,188,22,157,9,1
,Bartonville,22,0,8,8,6,179,28,127,24,0
,Batavia,33,0,7,11,15,337,15,317,5,0
,Beardstown,45,0,3,0,42,256,39,215,2,0
,Bedford Park,9,0,3,0,6,388,2,366,20,0
,Beecher,8,0,2,2,4,24,0,22,2,0
,Belgium,0,0,0,0,0,0,0,0,0,0
,Belleville,227,2,57,45,123,"1,093",213,778,102,13
,Bellwood,127,3,7,42,75,433,81,305,47,4
,Belvidere,64,0,15,7,42,258,39,202,17,1
,Bensenville,17,0,8,3,6,195,26,154,15,1
,Berkeley,6,0,0,1,5,64,1,60,3,1
,Berwyn,114,2,30,40,42,595,127,421,47,4
,Bethalto,10,3,3,2,2,75,10,61,4,0
,Bethany,1,0,0,0,1,12,5,7,0,0
,Blandinsville,0,0,0,0,0,0,0,0,0,0
,Bloomingdale,19,0,8,3,8,432,25,396,11,0
,Bloomington,387,1,49,57,280,"1,096",171,851,74,8
,Blue Island,127,1,17,54,55,329,79,201,49,1
,Blue Mound,0,0,0,0,0,5,1,4,0,0
,Bluffs,0,0,0,0,0,2,1,1,0,0
,Bolingbrook,123,1,28,19,75,650,65,501,84,0
,Bourbonnais,57,0,9,12,36,253,15,232,6,0
,Bradley,41,0,1,14,26,500,29,463,8,1
,Braidwood,10,0,5,0,5,34,4,30,0,0
,Breese,5,0,1,0,4,36,0,35,1,0
,Bridgeview,42,0,6,12,24,315,35,272,8,2
,Brighton,1,0,0,0,1,9,3,6,0,0
,Broadview,20,0,0,9,11,343,23,280,40,0
,Brooklyn,16,0,1,2,13,12,2,6,4,1
,Buffalo Grove,11,2,2,2,5,288,35,245,8,1
,Bunker Hill,0,0,0,0,0,21,3,17,1,0
,Burbank,54,0,5,17,32,244,51,182,11,2
,Burr Ridge,7,0,1,2,4,160,20,129,11,0
,Byron,3,0,0,0,3,30,3,24,3,0
,Cahokia,83,3,15,15,50,629,195,376,58,6
,Calumet City,186,8,30,99,49,"1,040",158,680,202,4
,Cambria,1,0,0,0,1,5,2,3,0,0
,Cambridge,2,0,0,0,2,11,1,10,0,0
,Campton Hills,1,0,0,1,0,7,5,1,1,0
,Canton,39,0,11,1,27,130,64,57,9,1
,Carbondale,208,1,48,38,121,932,113,779,40,17
,Carlinville,23,0,6,0,17,195,16,170,9,1
,Carlyle,7,0,1,1,5,53,2,51,0,0
,Carol Stream,29,0,7,4,18,412,40,342,30,1
,Carpentersville,21,0,6,10,5,380,25,343,12,1
,Carrollton,10,0,4,0,6,32,7,23,2,0
,Carthage,1,0,0,0,1,20,5,15,0,0
,Cary,8,0,2,0,6,138,7,130,1,0
,Casey,8,0,2,0,6,38,6,32,0,0
,Caseyville,23,0,6,1,16,68,14,42,12,0
,Catlin,1,0,0,0,1,16,11,5,0,0
,Centralia,181,2,34,22,123,570,144,388,38,8
,Centreville,38,1,3,16,18,236,55,128,53,9
,Champaign,827,2,73,94,658,"2,203",300,"1,777",126,5
,Channahon,7,0,2,1,4,79,8,65,6,0
,Charleston,31,0,3,2,26,84,23,61,0,3
,Chatham,6,0,2,0,4,90,12,69,9,0
,Chenoa,2,0,0,0,2,11,1,8,2,0
,Cherry Valley,15,0,3,1,11,170,12,153,5,0
,Chester,10,0,2,0,8,22,4,18,0,0
,Chicago,"25,532",492,"1,761","7,983","15,296","80,742","9,578","62,083","9,081",416
,Chicago Heights,228,2,29,78,119,576,220,274,82,1
,Chicago Ridge,17,0,4,6,7,346,31,302,13,5
,Chillicothe,25,0,5,0,20,43,23,18,2,0
,Christopher,3,0,0,0,3,26,9,17,0,0
,Cicero,258,3,47,85,123,"1,579",283,"1,175",121,18
,Clarendon Hills,5,0,0,0,5,44,6,34,4,0
,Clinton,12,0,8,4,0,193,74,114,5,0
,Coal City,4,0,2,1,1,29,5,24,0,0
,Coal Valley,5,0,0,1,4,60,7,52,1,0
,Colchester,1,0,1,0,0,7,0,7,0,0
,Colfax,1,0,0,0,1,7,4,3,0,0
,Collinsville,64,0,12,7,45,493,68,388,37,1
,Colona,13,1,1,0,11,61,10,51,0,0
,Columbia,17,0,1,1,15,62,23,36,3,0
,Cortland,2,0,0,0,2,43,1,41,1,0
,Country Club Hills,44,0,8,15,21,553,31,471,51,1
,Countryside,9,0,2,5,2,181,14,163,4,0
,Cowden,0,0,0,0,0,4,0,3,1,0
,Crest Hill,55,2,12,11,30,220,25,166,29,1
,Crete,19,0,2,5,12,146,28,108,10,1
,Crystal Lake,45,1,11,9,24,491,25,459,7,0
,Dallas City,2,0,1,0,1,9,7,2,0,0
,Dana,0,0,0,0,0,1,1,0,0,0
,Danvers,1,0,0,0,1,1,0,1,0,0
,Danville,536,7,50,65,414,"1,370",341,957,72,9
,Darien,11,0,5,3,3,219,40,166,13,0
,Decatur,375,11,52,65,247,"1,954",442,"1,339",173,32
,Deer Creek,1,0,1,0,0,4,0,2,2,0
,Deerfield,7,0,0,0,7,131,13,102,16,0
,DeKalb,245,1,41,33,170,"1,284",162,"1,081",41,12
,Delavan,2,0,0,0,2,37,10,27,0,2
,De Soto,5,0,0,0,5,9,4,5,0,0
,Des Plaines,56,2,11,13,30,650,66,550,34,12
,Diamond,0,0,0,0,0,0,0,0,0,0
,Divernon,0,0,0,0,0,0,0,0,0,0
,Dixon,37,1,25,2,9,278,27,244,7,0
,Downers Grove,46,0,10,10,26,732,46,666,20,2
,Dupo,7,0,0,1,6,77,11,57,9,3
,Du Quoin,14,0,0,4,10,27,4,16,7,1
,Durand,1,0,1,0,0,5,1,4,0,0
,Dwight,4,0,2,1,1,40,3,37,0,0
,Earlville,1,0,1,0,0,24,4,17,3,0
,East Alton,24,0,8,10,6,137,23,103,11,0
,East Dubuque,6,0,0,0,6,38,7,24,7,0
,East Dundee,2,0,0,1,1,38,13,21,4,0
,East Hazel Crest,2,0,0,2,0,53,14,38,1,0
,East Peoria,70,0,10,4,56,409,43,357,9,2
,East St. Louis,268,36,27,32,173,415,169,139,107,7
,Edinburg,3,0,2,0,1,16,1,15,0,0
,Edwardsville,16,3,0,0,13,193,15,169,9,0
,Effingham,69,0,13,1,55,324,31,285,8,6
,Elburn,1,0,0,1,0,20,1,14,5,0
,Eldorado,7,0,0,0,7,103,36,61,6,1
,Elgin,223,1,42,68,112,"1,429",177,"1,195",57,3
,Elizabeth,0,0,0,0,0,2,0,1,1,0
,Elk Grove Village,30,0,6,6,18,452,47,363,42,0
,Elmhurst,35,0,12,11,12,478,71,391,16,3
,Elmwood,2,0,1,0,1,7,0,7,0,0
,Elmwood Park,65,0,0,12,53,268,46,210,12,1
,El Paso,30,0,9,0,21,39,11,27,1,0
,Elwood,3,0,2,0,1,24,4,19,1,0
,Energy,0,0,0,0,0,22,5,16,1,0
,Erie,0,0,0,0,0,4,1,3,0,0
,Essex,0,0,0,0,0,0,0,0,0,0
,Eureka,25,0,9,0,16,40,6,30,4,1
,Evanston,115,1,7,42,65,"1,937",292,"1,575",70,0
,Evergreen Park,62,1,19,10,32,842,32,802,8,0
,Fairbury,7,0,0,0,7,13,5,8,0,0
,Fairfield,8,0,2,2,4,126,39,85,2,0
,Fairmont City,0,0,0,0,0,25,11,11,3,0
,Fairmount,0,0,0,0,0,0,0,0,0,0
,Fairview Heights4,41,0,8,8,25,591,45,516,30,
,Farmington,12,0,4,0,8,41,17,21,3,0
,Findlay,1,0,1,0,0,3,0,0,3,0
,Fisher,0,0,0,0,0,20,4,16,0,0
,Fithian,0,0,0,0,0,2,2,0,0,0
,Flora,6,0,0,2,4,73,3,65,5,0
,Flossmoor,14,0,3,6,5,213,10,191,12,0
,Forest City,0,0,0,0,0,2,0,2,0,0
,Forest Park,60,1,9,23,27,571,66,466,39,0
,Forest View,4,0,0,0,4,30,2,21,7,0
,Fox Lake,20,0,9,1,10,259,29,218,12,1
,Fox River Grove,2,0,2,0,0,48,2,43,3,1
,Frankfort,16,0,3,4,9,212,22,168,22,0
,Franklin Park,41,0,5,4,32,183,50,119,14,1
,Freeburg,3,0,0,1,2,24,5,18,1,0
,Freeport,50,2,10,17,21,498,94,401,3,2
,Fulton,5,0,0,0,5,60,10,40,10,0
,Galena,6,0,2,0,4,119,6,112,1,0
,Galesburg,138,0,35,13,90,"1,249",234,979,36,1
,Geneva,16,0,1,2,13,145,15,128,2,2
,Genoa,8,0,3,0,5,49,3,43,3,0
,Georgetown,19,0,6,1,12,23,6,14,3,0
,Germantown,0,0,0,0,0,28,5,20,3,1
,Gibson City,5,0,1,1,3,13,3,8,2,0
,Gifford,1,0,0,0,1,0,0,0,0,0
,Gilberts,1,0,0,0,1,35,5,26,4,0
,Gillespie,23,0,7,0,16,99,19,76,4,0
,Gilman,1,0,0,1,0,35,2,33,0,0
,Glasford,0,0,0,0,0,2,2,0,0,0
,Glen Carbon,4,0,0,0,4,85,8,69,8,0
,Glencoe,2,0,0,0,2,64,11,41,12,0
,Glendale Heights,28,0,11,8,9,373,25,329,19,1
,Glen Ellyn,20,0,4,6,10,244,21,219,4,1
,Glenview,50,0,5,14,31,393,66,307,20,12
,Glenwood,15,1,0,7,7,98,18,51,29,1
,Godley,2,0,2,0,0,4,0,4,0,0
,Golf,0,0,0,0,0,2,0,2,0,0
,Goodfield,1,0,0,0,1,23,0,23,0,0
,Grafton,3,0,0,0,3,14,2,12,0,0
,Grand Ridge,0,0,0,0,0,2,1,1,0,0
,Granite City,233,1,34,29,169,655,222,320,113,15
,Grantfork,0,0,0,0,0,10,8,0,2,0
,Grant Park,1,0,0,1,0,4,0,4,0,0
,Grayslake,13,0,4,3,6,178,20,151,7,2
,Grayville,7,0,0,1,6,33,8,20,5,1
,Greenfield,6,0,1,0,5,6,0,3,3,0
,Greenup,3,0,0,1,2,20,5,14,1,0
,Greenville,5,0,0,1,4,41,10,27,4,1
,Gurnee,40,0,15,11,14,994,63,904,27,0
,Hainesville,4,0,2,1,1,39,4,35,0,0
,Hamel,3,0,1,1,1,5,0,4,1,0
,Hampshire,10,0,1,2,7,26,14,12,0,0
,Hampton,1,0,0,0,1,23,4,16,3,0
,Hanover Park,30,0,7,12,11,253,36,205,12,2
,Harrisburg,57,1,7,6,43,234,79,145,10,1
,Hartford,3,0,1,1,1,15,1,12,2,0
,Harvard,19,0,2,0,17,127,7,116,4,0
,Harwood Heights,33,0,4,16,13,105,9,89,7,1
,Havana,32,0,14,0,18,63,10,44,9,0
,Hawthorn Woods,2,0,0,2,0,16,2,14,0,0
,Hazel Crest,61,1,10,18,32,492,64,336,92,0
,Henning,0,0,0,0,0,0,0,0,0,0
,Herrin,43,2,3,3,35,251,77,154,20,3
,Herscher,1,0,0,0,1,2,0,2,0,0
,Hickory Hills,21,0,11,6,4,193,24,162,7,0
,Highland,9,0,0,1,8,92,6,82,4,1
,Highland Park,29,0,6,3,20,206,47,142,17,0
,Hillsboro,14,1,4,0,9,98,23,72,3,2
,Hillside,29,0,4,7,18,201,26,161,14,0
,Hinckley,0,0,0,0,0,4,2,2,0,0
,Hinsdale,5,0,0,2,3,177,17,148,12,1
,Hodgkins,7,0,1,0,6,257,2,253,2,1
,Hoffman Estates,65,0,25,4,36,432,57,353,22,1
,Homer,0,0,0,0,0,2,0,2,0,0
,Homer Glen,6,0,0,2,4,124,15,98,11,0
,Homewood,35,1,10,8,16,806,36,727,43,1
,Hoopeston,37,0,11,2,24,167,55,108,4,2
,Hopedale,0,0,0,0,0,6,2,4,0,0
,Hudson,0,0,0,0,0,6,1,5,0,0
,Huntley,4,0,0,1,3,127,10,112,5,0
,Hurst,0,0,0,0,0,2,0,2,0,0
,Ina4,0,0,0,0,0,,0,5,,0
,Indian Head Park,1,1,0,0,0,30,3,27,0,0
,Indianola,0,0,0,0,0,0,0,0,0,0
,Inverness,0,0,0,0,0,18,2,16,0,0
,Island Lake,7,0,1,2,4,39,1,37,1,0
,Itasca,8,0,3,0,5,109,16,91,2,0
,Jacksonville,77,1,13,7,56,568,95,471,2,1
,Jerseyville,33,0,14,14,5,146,24,116,6,0
,Joliet,751,18,53,99,581,"2,160",256,"1,736",168,47
,Justice,4,0,2,2,0,59,24,32,3,0
,Kankakee,236,4,29,53,150,873,156,675,42,6
,Kansas,0,0,0,0,0,1,0,1,0,0
,Kenilworth,0,0,0,0,0,37,4,30,3,0
,Kewanee,55,0,12,3,40,484,47,431,6,1
,Kildeer,0,0,0,0,0,42,9,33,0,0
,Kincaid,5,0,0,0,5,21,4,16,1,0
,Kingston,0,0,0,0,0,1,0,1,0,0
,Lacon,3,0,0,0,3,4,1,3,0,0
,Ladd,0,0,0,0,0,6,1,5,0,0
,La Grange,10,0,0,4,6,162,20,139,3,1
,La Grange Park,6,0,0,1,5,81,12,68,1,0
,La Harpe,0,0,0,0,0,10,6,4,0,0
,Lake Bluff,1,0,0,0,1,54,3,48,3,0
,Lake Forest,8,0,1,2,5,123,17,99,7,1
,Lake in the Hills,19,0,12,1,6,105,16,88,1,2
,Lakemoor,1,0,0,0,1,34,3,31,0,0
,Lake Villa,5,0,0,0,5,41,3,36,2,0
,Lakewood,1,0,0,0,1,22,1,19,2,1
,Lake Zurich,8,0,4,1,3,248,15,231,2,3
,Lanark,1,0,1,0,0,6,2,4,0,0
,Lansing,104,2,9,59,34,"1,495",130,"1,259",106,4
,La Salle,5,1,0,1,3,104,10,90,4,0
,Lebanon,3,0,0,0,3,55,9,45,1,2
,Lemont,17,0,7,3,7,153,15,126,12,2
,Lenzburg,0,0,0,0,0,5,0,4,1,0
,Le Roy,6,0,2,0,4,24,5,17,2,2
,Lincoln,44,0,7,2,35,240,29,198,13,0
,Lincolnwood,14,0,1,5,8,203,25,156,22,0
,Lindenhurst,5,0,4,0,1,42,2,39,1,0
,Lisle,9,0,4,1,4,149,26,116,7,1
,Litchfield,7,0,0,1,6,229,33,192,4,1
,Loami,0,0,0,0,0,14,7,7,0,0
,Lockport,21,0,7,1,13,212,25,174,13,3
,Lombard,43,0,6,10,27,949,61,875,13,1
,Loves Park,74,0,20,9,45,400,55,293,52,3
,Lovington,4,0,1,0,3,9,4,5,0,1
