Table 8,,,,,,,,,,,
Offenses Known to Law Enforcement,,,,,,,,,,,
"by State by City, 2018",,,,,,,,,,,
State,City,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson2
,Coral Gables,68,1,14,20,33,"1,225",128,"1,035",62,2
,Coral Springs,209,1,35,55,118,"2,027",195,"1,684",148,1
,Crescent City,7,0,2,1,4,123,58,54,11,0
,Crestview,86,1,14,21,50,702,137,516,49,1
,Cross City,3,0,0,0,3,26,6,19,1,0
,Cutler Bay,97,1,6,33,57,"1,278",84,"1,113",81,1
,Dade City,37,0,6,5,26,225,35,186,4,1
,Dania Beach,209,2,15,62,130,"1,210",163,889,158,1
,Davenport,6,0,0,0,6,72,26,42,4,0
,Davie,270,0,24,63,183,"2,763",238,"2,233",292,2
,Daytona Beach,764,8,17,91,648,"3,358",384,"2,750",224,7
,Daytona Beach Shores,9,0,3,3,3,157,18,128,11,0
,Deerfield Beach,329,3,21,110,195,"2,490",422,"1,737",331,7
,DeFuniak Springs,17,0,2,0,15,94,11,79,4,0
,DeLand,182,2,2,43,135,"1,256",185,993,78,3
,Delray Beach,409,6,27,84,292,"2,522",279,"2,038",205,3
,Doral,77,2,14,12,49,"1,464",108,"1,235",121,0
,Dunedin,52,1,15,6,30,652,66,554,32,0
,Dunnellon,5,0,0,2,3,88,19,69,0,0
,Eatonville,45,1,2,2,40,129,28,87,14,2
,Edgewater,25,0,1,5,19,410,65,306,39,3
,Edgewood,4,0,0,1,3,66,12,49,5,0
,El Portal,3,0,0,0,3,49,15,29,5,0
,Eustis,39,4,2,21,12,522,101,374,47,1
,Fellsmere,14,0,0,4,10,60,5,49,6,0
,Fernandina Beach,19,0,7,1,11,280,30,229,21,1
,Flagler Beach,3,0,0,0,3,79,14,58,7,0
,Florida City,375,10,8,99,258,875,94,727,54,0
,Fort Lauderdale,"1,006",20,73,350,563,"9,050","1,366","6,814",870,12
,Fort Myers,582,11,53,146,372,"2,285",376,"1,652",257,5
,Fort Pierce,283,7,23,66,187,"1,184",197,872,115,6
,Fort Walton Beach,69,1,13,7,48,655,82,515,58,2
,Fruitland Park,23,1,0,1,21,181,77,103,1,0
,Gainesville,989,5,169,222,593,"5,229",510,"4,287",432,6
,Golden Beach,0,0,0,0,0,16,6,7,3,0
,Graceville,4,0,0,0,4,29,14,14,1,0
,Greenacres City,159,2,18,26,113,836,89,678,69,1
,Green Cove Springs,32,0,5,3,24,180,34,140,6,2
,Groveland,24,0,10,4,10,190,49,129,12,0
,Gulf Breeze,8,0,3,1,4,89,5,82,2,0
,Gulfport,15,0,2,3,10,398,47,319,32,1
,Gulf Stream,0,0,0,0,0,3,1,2,0,0
,Haines City,36,1,3,12,20,528,71,424,33,0
,Hallandale Beach,217,1,23,64,129,"1,296",140,"1,032",124,3
,Havana,4,0,0,0,4,25,4,14,7,0
,Hialeah,533,2,35,149,347,"5,355",407,"4,239",709,5
,Hialeah Gardens,30,0,4,2,24,517,39,395,83,1
,Highland Beach,3,1,0,0,2,24,1,19,4,0
,High Springs,13,0,2,1,10,82,19,62,1,0
,Hillsboro Beach,2,0,0,1,1,16,4,11,1,0
,Holly Hill,63,0,3,9,51,495,90,357,48,0
,Hollywood,363,5,37,109,212,"4,343",520,"3,253",570,5
,Holmes Beach,3,0,0,0,3,46,11,33,2,0
,Homestead,714,4,42,260,408,"2,282",280,"1,841",161,3
,Howey-in-the-Hills,1,0,1,0,0,13,4,9,0,0
,Hypoluxo,3,0,1,1,1,56,8,40,8,0
,Indialantic,2,0,0,1,1,39,5,34,0,1
,Indian Creek Village,0,0,0,0,0,0,0,0,0,0
,Indian Harbour Beach,2,0,0,2,0,93,14,79,0,1
,Indian River Shores,0,0,0,0,0,21,7,10,4,0
,Indian Rocks Beach,6,0,1,0,5,87,10,70,7,0
,Indian Shores,6,0,1,0,5,30,2,25,3,0
,Jacksonville,"5,381",110,535,"1,323","3,413","30,112","4,909","22,262","2,941",76
,Jacksonville Beach,143,1,18,36,88,915,67,786,62,0
,Jasper,4,0,0,4,0,81,11,62,8,0
,Jennings,1,0,0,0,1,11,4,5,2,0
,Juno Beach,5,0,0,2,3,46,6,40,0,0
,Jupiter,132,0,15,31,86,959,84,814,61,1
,Jupiter Inlet Colony,0,0,0,0,0,1,0,1,0,0
,Jupiter Island,1,0,0,1,0,7,1,6,0,0
,Kenneth City,10,0,1,2,7,143,23,117,3,1
,Key Biscayne,5,0,0,1,4,90,12,68,10,0
,Key Colony Beach,0,0,0,0,0,13,3,10,0,0
,Key West,100,0,18,10,72,808,74,652,82,2
,Kissimmee,288,3,26,58,201,"1,839",285,"1,419",135,7
,Lady Lake,16,0,0,2,14,227,27,178,22,0
,Lake Alfred,9,0,0,1,8,91,29,59,3,0
,Lake City,148,1,15,22,110,858,133,697,28,1
,Lake Clarke Shores,7,0,0,1,6,50,13,35,2,0
,Lake Hamilton,10,0,0,4,6,50,15,31,4,1
,Lake Helen,7,0,0,2,5,16,3,13,0,0
,Lakeland,361,8,47,106,200,"3,417",477,"2,737",203,0
,Lake Mary,36,0,7,4,25,270,46,211,13,2
,Lake Park,75,2,3,28,42,825,84,685,56,0
,Lake Placid,14,0,1,3,10,109,17,91,1,1
,Lake Wales,57,0,12,7,38,369,30,315,24,2
,Lake Worth,369,4,39,134,192,"1,153",242,784,127,8
,Lantana,91,0,12,25,54,612,29,534,49,1
,Largo,322,3,66,72,181,"2,593",282,"2,126",185,16
,Lauderdale-by-the-Sea,15,0,1,8,6,120,17,91,12,0
,Lauderdale Lakes,312,2,21,92,197,"1,209",154,890,165,1
,Lauderhill,551,13,54,134,350,"2,313",394,"1,651",268,6
,Lawtey,2,0,0,0,2,2,1,1,0,0
,Leesburg,175,1,23,31,120,"1,214",186,942,86,1
,Lighthouse Point,12,0,1,4,7,173,14,149,10,0
,Live Oak,38,0,0,8,30,116,58,52,6,0
,Longboat Key,2,0,1,1,0,54,2,51,1,0
,Longwood,46,1,4,6,35,441,75,342,24,2
,Lynn Haven,28,1,5,0,22,202,39,150,13,0
,Madeira Beach,26,0,4,1,21,140,7,123,10,0
,Madison,1,0,0,0,1,15,5,10,0,0
,Maitland,37,0,4,4,29,303,67,215,21,1
,Manalapan,1,0,1,0,0,15,0,10,5,0
,Mangonia Park,45,0,7,16,22,196,14,166,16,0
,Marco Island,6,0,0,1,5,98,11,82,5,0
,Margate,98,1,4,37,56,997,103,793,101,1
,Marianna,85,3,9,6,67,133,51,80,2,1
,Mascotte,37,1,0,4,32,91,16,62,13,1
,Medley,17,0,0,4,13,203,26,142,35,0
,Melbourne,601,5,65,101,430,"2,941",440,"2,357",144,13
,Melbourne Beach,1,0,0,0,1,15,4,11,0,0
,Melbourne Village,0,0,0,0,0,23,0,23,0,0
,Mexico Beach,4,0,1,0,3,28,2,24,2,1
,Miami,"2,978",46,131,828,"1,973","16,837","2,057","13,136","1,644",56
,Miami Beach,871,5,96,279,491,"6,947",646,"5,902",399,11
,Miami Gardens,816,24,17,228,547,"4,530",456,"3,608",466,16
,Miami Lakes,33,3,4,10,16,653,44,518,91,0
,Miami Shores,34,1,2,16,15,523,59,421,43,0
,Miami Springs,48,1,3,11,33,446,65,334,47,0
,Midway,1,0,1,0,0,16,0,15,1,0
,Milton,18,0,5,4,9,195,64,119,12,0
,Minneola,19,0,3,3,13,114,22,83,9,0
,Miramar,337,6,39,84,208,"2,128",208,"1,644",276,5
,Monticello,7,1,0,1,5,49,29,19,1,0
,Mount Dora,67,0,7,11,49,548,82,465,1,0
,Naples,9,0,0,2,7,320,19,277,24,0
,Neptune Beach,13,0,0,3,10,108,14,86,8,0
,New Port Richey,160,0,10,25,125,599,112,455,32,0
,New Smyrna Beach,96,1,2,9,84,684,132,492,60,1
,Niceville,23,0,0,2,21,187,19,162,6,0
,North Bay Village,11,0,0,2,9,123,12,91,20,0
,North Lauderdale,246,1,17,50,178,805,120,591,94,1
,North Miami,524,3,26,158,337,"2,329",331,"1,727",271,7
,North Miami Beach,323,6,23,115,179,"1,683",257,"1,318",108,2
,North Palm Beach,12,0,0,5,7,105,12,79,14,0
,North Port,117,4,34,18,61,"1,186",132,"1,026",28,0
,North Redington Beach,0,0,0,0,0,14,1,12,1,0
,Oakland,8,0,1,2,5,56,16,30,10,0
,Oakland Park,277,1,18,92,166,"1,606",261,"1,157",188,1
,Ocala,405,7,58,106,234,"2,871",406,"2,286",179,19
,Ocean Ridge,3,0,0,0,3,27,6,13,8,0
,Ocoee,162,2,12,39,109,"1,430",265,"1,098",67,3
,Okeechobee,21,0,2,10,9,244,30,202,12,0
,Oldsmar,31,0,7,5,19,336,17,306,13,0
,Opa Locka,391,8,7,88,288,880,169,574,137,0
,Orange City,45,1,8,13,23,782,79,672,31,1
,Orange Park,23,1,4,4,14,179,26,142,11,0
,Orlando,"2,282",39,200,628,"1,415","13,803","1,619","10,965","1,219",13
,Ormond Beach,131,0,12,16,103,"1,367",184,"1,088",95,0
,Oviedo,66,0,23,10,33,374,68,293,13,2
,Pahokee,49,4,4,7,34,174,40,120,14,1
,Palatka,110,3,3,14,90,630,64,542,24,0
,Palm Bay,404,9,64,43,288,"2,109",402,"1,583",124,7
,Palm Beach,13,0,1,2,10,98,11,77,10,0
,Palm Beach Gardens,83,2,14,25,42,"1,409",125,"1,210",74,1
,Palm Beach Shores,6,0,0,1,5,58,32,24,2,0
,Palmetto,72,0,6,5,61,439,63,351,25,1
,Palmetto Bay,42,0,5,12,25,711,85,607,19,2
,Palm Springs,126,0,6,41,79,981,113,780,88,3
,Panama City,234,2,4,45,183,"2,150",423,"1,467",260,3
,Panama City Beach,110,2,20,21,67,960,90,866,4,1
,Parker,15,0,2,2,11,145,32,103,10,1
,Parkland,38,17,1,2,18,240,19,180,41,0
,Pembroke Park,54,1,0,23,30,282,39,217,26,1
,Pembroke Pines,314,1,26,74,213,"3,333",232,"2,861",240,2
,Pensacola,285,1,36,56,192,"2,012",261,"1,646",105,3
,Perry,90,3,2,4,81,258,71,175,12,1
,Pinellas Park,224,3,41,57,123,"2,423",247,"2,037",139,8
,Plantation,239,1,15,83,140,"2,706",265,"2,172",269,2
,Plant City,186,0,13,26,147,"1,198",130,958,110,4
,Pompano Beach,876,6,91,312,467,"4,307",608,"3,121",578,5
,Ponce Inlet,8,0,1,0,7,61,10,42,9,0
,Port Orange,25,1,1,6,17,"1,397",166,"1,166",65,1
,Port Richey,15,0,1,7,7,193,18,165,10,0
,Port St. Joe,8,0,0,0,8,22,8,13,1,0
,Port St. Lucie,218,2,26,31,159,"1,851",256,"1,523",72,4
,Punta Gorda,11,0,1,2,8,330,28,290,12,0
,Quincy,74,4,3,14,53,273,104,153,16,5
,Redington Beaches,1,0,0,0,1,15,0,14,1,0
,Riviera Beach,413,9,18,65,321,"1,333",212,970,151,3
,Rockledge,61,0,7,6,48,408,72,309,27,1
,Royal Palm Beach,61,2,7,9,43,759,24,690,45,1
,Safety Harbor,24,0,7,2,15,227,25,190,12,1
,Sanford,421,5,57,83,276,"2,133",356,"1,661",116,2
,Sanibel,2,0,2,0,0,69,11,58,0,0
,Sarasota,337,3,22,82,230,"1,877",301,"1,442",134,11
,Satellite Beach,3,0,0,0,3,41,12,27,2,0
,Sea Ranch Lakes,0,0,0,0,0,10,0,10,0,0
,Sebastian,31,0,4,3,24,279,35,232,12,1
,Sebring,80,0,6,6,68,431,95,326,10,2
,Seminole,24,0,5,8,11,604,31,544,29,2
,Sewall's Point,0,0,0,0,0,5,0,5,0,0
,South Bay,21,1,0,9,11,87,20,54,13,1
,South Daytona,56,0,1,9,46,319,81,200,38,1
,South Miami,41,0,3,13,25,487,91,375,21,2
,South Palm Beach,0,0,0,0,0,2,1,1,0,0
,South Pasadena,7,0,0,1,6,120,5,115,0,0
,Southwest Ranches,3,0,0,0,3,128,8,103,17,0
,Springfield,37,0,4,6,27,283,70,182,31,1
,Starke,44,0,0,6,38,149,15,124,10,0
,St. Augustine,93,0,14,14,65,571,67,476,28,1
,St. Augustine Beach,18,0,1,1,16,114,19,93,2,0
,St. Cloud,76,0,16,10,50,666,123,504,39,5
,St. Pete Beach,23,0,5,5,13,281,17,250,14,0
,St. Petersburg,"1,660",21,133,368,"1,138","8,784","1,206","6,832",746,27
,Stuart,50,0,6,6,38,493,56,428,9,1
,Sunny Isles Beach,34,0,6,10,18,302,27,245,30,0
,Sunrise,186,2,21,57,106,"2,350",187,"1,998",165,1
,Surfside,6,0,1,0,5,102,10,88,4,0
,Sweetwater,17,0,0,8,9,341,18,297,26,0
,Tallahassee,"1,404",16,213,307,868,"8,695","1,379","6,549",767,6
,Tamarac,206,3,24,54,125,"1,239",145,985,109,1
,Tampa,"1,598",27,100,332,"1,139","6,576","1,047","5,069",460,41
,Tarpon Springs,51,2,10,4,35,530,43,462,25,3
,Tavares,48,1,7,8,32,250,95,152,3,0
,Temple Terrace,67,0,10,16,41,571,103,430,38,0
,Tequesta,2,0,0,0,2,35,14,19,2,0
,Titusville,289,3,24,45,217,"1,397",322,918,157,5
,Treasure Island,11,0,2,2,7,179,19,150,10,0
,Trenton,6,2,1,1,2,24,7,16,1,0
,Umatilla,5,0,1,0,4,94,22,67,5,0
,Valparaiso,8,0,0,0,8,44,22,17,5,0
,Venice,25,0,1,2,22,323,38,269,16,0
,Vero Beach,34,3,7,8,16,415,71,332,12,0
,Village of Pinecrest,26,0,1,12,13,473,39,409,25,0
,Virginia Gardens,3,0,0,0,3,31,4,23,4,0
,Wauchula,12,0,2,1,9,166,48,107,11,0
,Welaka,1,0,0,0,1,15,3,12,0,0
,Wellington,81,0,10,17,54,832,44,709,79,1
,West Melbourne,27,2,1,3,21,550,53,467,30,0
,West Miami,11,0,0,4,7,78,22,43,13,0
,Weston,41,1,10,8,22,374,49,277,48,1
,West Palm Beach,"1,026",27,77,354,568,"4,249",578,"3,290",381,20
,West Park,109,2,4,28,75,490,59,361,70,3
,White Springs,6,0,1,1,4,21,4,15,2,0
,Wildwood,33,1,5,3,24,222,78,130,14,1
,Williston,20,0,2,6,12,110,14,88,8,0
,Wilton Manors,54,0,1,14,39,427,53,354,20,3
,Windermere,2,0,0,0,2,32,15,16,1,0
,Winter Garden,155,0,13,31,111,"1,018",171,791,56,1
,Winter Haven,236,0,31,27,178,"1,032",148,797,87,7
,Winter Park,60,0,13,12,35,767,120,599,48,7
,Winter Springs,57,1,13,6,37,274,56,199,19,0
,Zephyrhills,47,0,10,7,30,612,66,526,20,3
GEORGIA,Abbeville,0,0,0,0,0,8,1,7,0,0
,Acworth,24,1,5,4,14,503,33,449,21,0
,Adairsville4,8,0,1,2,5,110,17,76,17,0
,Alamo,1,0,0,0,1,18,4,14,0,0
,Alapaha,1,0,0,0,1,5,1,4,0,
,Albany,809,15,28,113,653,"3,704",760,"2,666",278,26
,Alma4,25,1,0,3,21,198,65,123,10,1
,Alpharetta,42,1,10,16,15,"1,204",103,"1,060",41,2
,Alto,0,0,0,0,0,15,3,11,1,0
,Americus,130,2,4,37,87,921,151,736,34,3
,Aragon,0,0,0,0,0,0,0,0,0,0
,Arcade,9,0,1,0,8,59,16,39,4,0
,Arlington,5,0,0,1,4,32,7,20,5,0
,Ashburn,32,1,0,7,24,107,16,84,7,2
,Atlanta,"3,814",88,245,"1,099","2,382","23,091","3,082","16,701","3,308",90
,Attapulgus,0,0,0,0,0,0,0,0,0,0
,Auburn,7,0,0,0,7,134,13,106,15,0
,Austell,52,0,0,8,44,168,25,125,18,
,Avondale Estates,5,0,2,3,0,70,10,58,2,0
,Bainbridge,91,0,7,15,69,456,93,346,17,2
,Ball Ground,0,0,0,0,0,13,0,12,1,0
,Baxley,73,1,3,8,61,388,67,293,28,0
,Blackshear,32,0,2,0,30,193,51,137,5,0
,Blairsville,0,0,0,0,0,6,0,6,0,0
,Blakely,41,0,3,0,38,99,29,67,3,0
,Bloomingdale,4,0,0,0,4,51,5,44,2,0
,Blue Ridge,4,0,0,0,4,29,4,23,2,0
,Blythe,0,0,0,0,0,0,0,0,0,0
,Bowdon,8,0,0,1,7,48,7,37,4,0
,Braselton4,1,0,0,0,1,65,6,52,7,0
,Braswell,0,0,0,0,0,0,0,0,0,0
,Bremen,10,1,0,1,8,362,38,315,9,0
,Brookhaven,187,1,13,82,91,"1,456",283,"1,063",110,7
,Brooklet,2,0,0,1,1,10,1,8,1,
,Brunswick,175,2,4,42,127,862,176,627,59,5
,Buchanan,9,0,0,0,9,39,2,35,2,0
,Byron,2,0,0,1,1,153,27,115,11,0
,Cairo,21,1,0,3,17,320,80,224,16,0
,Camilla,19,0,1,2,16,179,40,129,10,0
,Canon,0,0,0,0,0,2,0,2,0,0
,Canton,34,0,4,6,24,668,39,596,33,0
,Carrollton,160,1,19,26,114,"1,122",129,951,42,2
,Cave Spring,4,0,0,0,4,12,5,6,1,0
,Cedartown,59,1,5,12,41,487,98,362,27,0
,Centerville,31,0,0,5,26,342,26,301,15,0
,Chatsworth,7,0,0,0,7,24,1,23,0,0
,Chattahoochee Hills,5,0,2,0,3,50,9,40,1,0
,Chickamauga,7,0,0,2,5,52,12,37,3,0
,Clarkesville,8,0,0,0,8,37,13,23,1,0
,Clarkston,63,1,7,33,22,415,108,257,50,1
,Claxton,4,0,0,2,2,92,16,67,9,0
,Clayton,9,0,3,0,6,69,12,53,4,0
,Cleveland,8,0,1,0,7,212,17,194,1,0
,Cochran,11,0,1,0,10,153,15,134,4,0
,College Park,156,0,6,51,99,"1,035",142,686,207,4
,Colquitt,12,0,1,0,11,60,22,38,0,0
,Commerce,28,0,1,3,24,137,17,100,20,0
,Coolidge,0,0,0,0,0,1,1,0,0,0
,Cordele,64,2,9,3,50,561,147,402,12,0
,Cornelia,17,0,0,0,17,169,25,143,1,1
,Covington,51,0,9,16,26,666,78,525,63,0
,Cuthbert,1,0,0,1,0,48,16,32,0,0
,Dallas,37,0,0,13,24,303,59,217,27,0
,Dalton,93,0,11,21,61,987,119,787,81,2
,Danielsville,0,0,0,0,0,16,3,12,1,0
,Darien,2,0,0,1,1,72,19,49,4,0
,Davisboro,0,0,0,0,0,2,0,2,0,0
,Dawson,18,0,0,6,12,115,23,87,5,0
,Decatur,41,3,2,19,17,576,61,476,39,1
,Demorest,1,0,1,0,0,21,6,14,1,0
,Dillard,1,0,0,0,1,4,1,3,0,0
,Doerun,0,0,0,0,0,9,3,6,0,0
,Donalsonville,2,0,0,0,2,53,9,44,0,0
,Doraville,53,0,1,32,20,637,73,487,77,0
,Douglasville,193,0,9,41,143,"1,841",138,"1,612",91,6
,Dublin,127,5,5,25,92,774,151,584,39,0
,Duluth,20,0,2,9,9,537,75,437,25,1
,Dunwoody,79,1,6,34,38,"2,032",155,"1,786",91,0
,East Ellijay,6,0,0,2,4,142,5,130,7,
,Eastman,42,0,7,9,26,435,71,356,8,0
,East Point,441,5,23,175,238,"4,260",531,"3,145",584,0
,Eatonton,34,0,1,5,28,180,46,127,7,0
,Edison,0,0,0,0,0,4,2,2,0,0
,Elberton4,39,0,2,4,33,219,44,170,5,0
,Ellaville,10,0,0,1,9,14,3,11,0,0
,Ellijay,5,0,3,0,2,59,5,51,3,0
,Emerson,12,0,0,0,12,65,4,53,8,1
,Eton,1,0,0,0,1,22,8,14,0,0
,Fairburn,52,1,3,16,32,660,104,486,70,0
,Fayetteville,29,0,7,14,8,467,30,410,27,0
,Fitzgerald,43,0,2,15,26,458,78,365,15,0
,Flowery Branch,22,0,0,0,22,92,13,78,1,0
,Folkston,17,0,0,0,17,98,30,64,4,0
,Forest Park,134,3,8,61,62,962,175,690,97,2
,Forsyth,11,1,0,1,9,182,31,134,17,0
,Fort Oglethorpe,35,0,1,3,31,539,26,473,40,0
,Fort Valley,93,1,1,11,80,262,53,193,16,0
,Franklin,0,0,0,0,0,20,1,17,2,0
,Franklin Springs4,0,0,0,0,0,11,1,9,1,0
,Gainesville,158,1,20,36,101,"1,280",163,"1,027",90,1
,Glennville,4,1,0,1,2,83,25,56,2,0
,Gordon,7,0,0,0,7,26,4,20,2,0
,Graham,0,0,0,0,0,0,0,0,0,0
,Grantville,8,0,4,1,3,58,10,44,4,0
,Gray,6,0,1,0,5,38,6,32,0,0
,Greensboro,20,0,0,3,17,84,12,67,5,0
,Greenville,4,0,1,2,1,19,3,16,0,0
,Griffin,261,1,16,34,210,"1,080",213,825,42,2
,Grovetown,14,1,1,3,9,186,55,123,8,0
,Hagan,0,0,0,0,0,10,2,6,2,0
,Hahira,5,0,0,0,5,86,11,72,3,0
,Hampton,16,0,0,4,12,106,14,88,4,0
,Hapeville,49,0,2,29,18,737,75,594,68,0
,Harlem,8,0,0,5,3,32,11,21,0,0
,Hartwell,30,0,0,2,28,210,17,188,5,0
,Hazlehurst,17,0,1,0,16,183,38,139,6,0
,Helen,3,0,1,0,2,45,5,38,2,0
,Hiawassee,5,0,0,0,5,21,2,17,2,0
,Hinesville,147,1,8,33,105,"1,201",218,953,30,5
,Hiram,10,0,2,2,6,287,16,259,12,16
,Hoboken,0,0,0,0,0,0,0,0,0,0
,Hogansville,5,0,0,2,3,134,20,108,6,0
,Holly Springs,3,0,0,0,3,123,9,107,7,1
,Homeland,0,0,0,0,0,0,0,0,0,0
,Homerville4,15,0,0,1,14,104,27,70,7,0
,Irwinton,0,0,0,0,0,0,0,0,0,0
,Ivey,0,0,0,0,0,11,3,8,0,0
,Jackson,18,0,1,5,12,172,23,141,8,0
,Jacksonville,0,0,0,0,0,0,0,0,0,0
,Jasper,11,0,2,1,8,236,18,210,8,0
,Jefferson,12,0,1,2,9,151,21,121,9,0
,Jesup,36,0,1,7,28,524,81,409,34,0
,Johns Creek,34,1,4,12,17,532,90,427,15,2
,Jonesboro,22,0,1,7,14,251,14,219,18,0
,Kennesaw,57,0,16,11,30,428,41,354,33,0
,Kingston,0,0,0,0,0,15,0,15,0,0
,LaFayette,11,0,0,0,11,327,23,299,5,0
,LaGrange,130,5,3,42,80,"1,408",149,"1,199",60,0
,Lake City,14,1,0,7,6,139,17,112,10,0
,Lake Park,2,0,0,0,2,13,1,12,0,0
,Lavonia,20,0,1,4,15,101,13,79,9,0
,Leary,0,0,0,0,0,0,0,0,0,0
,Leslie,0,0,0,0,0,2,0,2,0,0
,Lilburn,47,1,2,25,19,407,50,326,31,0
,Locust Grove,13,2,3,2,6,405,31,360,14,0
,Loganville,16,0,1,9,6,320,21,287,12,0
,Lookout Mountain,0,0,0,0,0,19,5,14,0,0
,Louisville,16,0,1,3,12,115,8,104,3,0
,Ludowici,3,0,0,1,2,12,1,10,1,
,Lumber City,0,0,0,0,0,9,1,8,0,0
,Lumpkin,0,0,0,0,0,0,0,0,0,0
,Lyons,10,0,1,0,9,33,15,18,0,0
,Madison,11,0,1,3,7,134,21,111,2,0
,Manchester,17,0,1,2,14,123,30,88,5,0
,Marietta,214,3,27,74,110,"1,948",228,"1,554",166,4
,Maysville,2,0,0,0,2,18,1,17,0,0
,McDonough,37,1,7,7,22,662,64,560,38,0
,McIntyre,1,0,0,0,1,10,5,5,0,0
,Metter,7,0,1,3,3,112,27,82,3,1
,Midville,0,0,0,0,0,0,0,0,0,0
,Midway,1,0,0,0,1,54,7,43,4,0
,Milledgeville,66,0,5,17,44,764,103,617,44,2
,Millen,30,0,0,1,29,101,24,75,2,0
,Milton,11,0,4,3,4,288,19,261,8,
,Molena,0,0,0,0,0,0,0,0,0,0
,Monroe,89,4,6,15,64,629,89,506,34,1
,Montezuma,18,1,0,5,12,79,24,53,2,0
,Morrow,34,0,0,23,11,760,33,671,56,0
,Moultrie,73,2,8,24,39,707,88,585,34,0
,Mountain City,0,0,0,0,0,0,0,0,0,0
,Mount Airy,4,0,0,0,4,4,2,1,1,0
,Mount Zion,2,0,0,0,2,9,3,6,0,1
,Nahunta,0,0,0,0,0,7,0,6,1,0
,Nashville,41,0,4,2,35,199,45,144,10,
,Newnan,182,3,10,29,140,"1,052",142,855,55,4
,Newton,0,0,0,0,0,1,0,1,0,0
,Norcross4,81,1,3,37,40,569,78,419,72,0
,Norman Park,3,0,1,0,2,12,6,5,1,0
,Oak Park,0,0,0,0,0,19,5,12,2,0
,Oakwood,13,1,1,3,8,182,18,158,6,0
,Ocilla,20,0,0,4,16,108,19,86,3,0
,Oglethorpe,4,0,0,1,3,23,6,16,1,0
,Omega,7,0,0,0,7,40,3,37,0,0
,Oxford,4,0,0,1,3,26,2,18,6,0
,Palmetto,11,0,0,0,11,92,23,54,15,0
,Peachtree City,18,0,4,5,9,466,37,394,35,1
,Pelham,31,3,0,5,23,119,50,62,7,0
,Pembroke,5,1,0,1,3,45,11,33,1,0
,Pine Lake,3,0,0,2,1,64,0,61,3,0
,Pine Mountain,4,0,0,1,3,37,11,22,4,0
,Plains,1,0,0,0,1,3,2,0,1,0
,Pooler,24,0,3,11,10,758,52,636,70,0
,Port Wentworth,31,1,6,4,20,120,14,89,17,
,Powder Springs,33,0,0,2,31,285,24,240,21,
,Ray City,3,0,0,1,2,20,6,12,2,
,Remerton,13,0,4,2,7,64,14,44,6,
,Reynolds,0,0,0,0,0,2,1,1,0,0
,Rincon,13,1,5,1,6,314,32,279,3,0
,Ringgold,28,0,0,3,25,165,14,141,10,
,Roberta,6,0,0,2,4,21,2,19,0,
,Rochelle,1,0,0,1,0,41,12,29,0,0
,Rockmart,38,0,4,6,28,339,93,234,12,0
,Rossville,29,0,2,5,22,324,48,236,40,
,Roswell,126,0,18,39,69,"1,500",174,"1,215",111,1
,Sandersville,20,0,1,4,15,224,24,197,3,1
,Sandy Springs,128,2,10,43,73,"2,015",301,"1,553",161,3
,Sardis,0,0,0,0,0,22,5,16,1,
,Savannah-Chatham Metropolitan,982,28,85,267,602,"5,960",884,"4,420",656,12
,Senoia,1,0,0,0,1,33,4,29,0,0
,Shiloh,0,0,0,0,0,0,0,0,0,0
,Smyrna,117,0,6,38,73,"1,459",146,"1,117",196,
,Snellville,64,1,0,8,55,795,38,717,40,
,Social Circle,9,1,0,1,7,75,22,47,6,0
,Sparks,10,0,1,2,7,87,23,62,2,0
,Sparta,6,0,0,1,5,11,2,9,0,
,Springfield,8,0,2,0,6,88,16,65,7,0
,Statesboro,110,3,13,37,57,845,159,651,35,7
,Statham,7,0,0,3,4,43,9,28,6,
,Stone Mountain,33,1,0,9,23,177,43,121,13,
,Summerville,0,0,0,0,0,44,0,40,4,0
,Suwanee,29,0,10,7,12,523,50,452,21,1
,Swainsboro,57,0,3,14,40,347,31,304,12,0
,Sylvania,13,0,1,7,5,136,39,90,7,1
,Talbotton,7,0,0,2,5,14,2,12,0,0
,Tallapoosa,21,0,1,0,20,115,30,73,12,0
,Temple,4,0,1,0,3,85,14,60,11,0
,Tennille,8,1,1,0,6,28,0,24,4,
,Thomaston,46,0,4,10,32,458,57,380,21,0
,Thomasville,33,4,1,9,19,860,206,624,30,0
,Thunderbolt,1,0,0,0,1,40,6,27,7,0
,Toccoa,36,1,3,3,29,460,66,386,8,0
,Toomsboro,1,0,0,0,1,2,2,0,0,0
,Trenton,6,0,0,1,5,55,5,46,4,
,Tunnel Hill,0,0,0,0,0,16,3,13,0,0
,Tybee Island,9,0,2,0,7,161,17,142,2,
,Tyrone,1,0,0,0,1,108,14,89,5,
,Uvalda,0,0,0,0,0,0,0,0,0,0
,Vidalia,65,2,1,17,45,493,88,380,25,0
,Vienna,18,2,3,2,11,74,14,60,0,0
,Villa Rica,57,1,7,6,43,583,64,491,28,2
,Wadley,11,0,0,1,10,47,25,19,3,
,Warm Springs,0,0,0,0,0,0,0,0,0,0
,Warner Robins,444,8,63,86,287,"4,200",726,"3,258",216,19
,Warrenton,14,0,1,2,11,30,6,21,3,
,Warwick,0,0,0,0,0,3,1,2,0,0
